id,name,supertype,hp,evolvesFrom,convertedRetreatCost,number,artist,rarity
swsh7-44,Bergmite,Pokémon,70,,2,44,kirisAki,Common
swsh7-58,Dracozolt V,Pokémon,220,,3,58,Ryota Murayama,Rare Holo V
swsh7-30,Vaporeon VMAX,Pokémon,320,Vaporeon V,2,30,5ban Graphics,Rare Holo VMAX
swsh7-47,Eiscue,Pokémon,120,,2,47,Mizue,Uncommon
swsh7-34,Ludicolo,Pokémon,140,Lombre,2,34,sowsow,Rare Holo
swsh7-42,Tympole,Pokémon,70,,2,42,Mina Nakai,Common
swsh7-31,Suicune V,Pokémon,210,,2,31,Ayaka Yoshida,Rare Holo V
swsh7-49,Pikachu,Pokémon,60,,1,49,chibi,Common
swsh7-16,Eldegoss,Pokémon,80,Gossifleur,1,16,Kouki Saitou,Rare Holo
swsh7-53,Lanturn,Pokémon,120,Chinchou,2,53,ryoma uratsuka,Uncommon
swsh7-39,Luvdisc,Pokémon,70,,1,39,Mizue,Common
swsh7-17,Applin,Pokémon,40,,1,17,Miki Tanaka,Common
swsh7-18,Flareon VMAX,Pokémon,320,Flareon V,2,18,5ban Graphics,Rare Holo VMAX
swsh7-51,Jolteon VMAX,Pokémon,300,Jolteon V,,51,5ban Graphics,Rare Holo VMAX
swsh7-57,Emolga,Pokémon,70,,,57,Nagomi Nijo,Common
swsh7-55,Flaaffy,Pokémon,90,Mareep,2,55,OKACHEKE,Uncommon
swsh7-61,Drowzee,Pokémon,70,,2,61,nagimiso,Common
swsh7-64,Espeon V,Pokémon,200,,1,64,5ban Graphics,Rare Holo V
swsh7-69,Swoobat,Pokémon,90,Woobat,1,69,nagimiso,Uncommon
swsh7-68,Woobat,Pokémon,60,,1,68,Yuka Morii,Common
swsh7-70,Golurk V,Pokémon,220,,3,70,Eske Yoshinob,Rare Holo V
swsh7-71,Flabébé,Pokémon,40,,1,71,OKACHEKE,Common
swsh7-72,Floette,Pokémon,70,Flabébé,1,72,chibi,Uncommon
swsh7-80,Marshadow,Pokémon,80,,1,80,Yuya Oka,Rare Holo
swsh7-83,Medicham V,Pokémon,210,,2,83,Satoshi Shirai,Rare Holo V
swsh7-84,Hippopotas,Pokémon,100,,4,84,Yuya Oka,Common
swsh7-90,Seismitoad,Pokémon,170,Palpitoad,3,90,Pani Kobayashi,Rare
swsh7-89,Palpitoad,Pokémon,100,Tympole,3,89,tetsuya koizumi,Uncommon
swsh7-98,Scraggy,Pokémon,70,,1,98,Shin Nagasawa,Common
swsh7-102,Zorua,Pokémon,70,,1,102,ryoma uratsuka,Common
swsh7-100,Garbodor V,Pokémon,210,,3,100,Uta,Rare Holo V
swsh7-112,Dialga,Pokémon,130,,2,112,Ryuta Fuse,Rare Holo
swsh7-115,Hydreigon,Pokémon,170,Zweilous,3,115,hatachu,Rare Holo
swsh7-124,Regidrago,Pokémon,130,,3,124,Kouki Saitou,Rare Holo
swsh7-130,Vigoroth,Pokémon,90,Slakoth,1,130,nagimiso,Uncommon
swsh7-127,Ursaring,Pokémon,140,Teddiursa,3,127,Hasegawa Saki,Uncommon
swsh7-134,Herdier,Pokémon,100,Lillipup,2,134,kirisAki,Uncommon
swsh7-133,Lillipup,Pokémon,60,,1,133,Naoyo Kimura,Common
swsh7-137,Braviary,Pokémon,130,Rufflet,1,137,SATOSHI NAKAI,Uncommon
swsh7-135,Stoutland,Pokémon,160,Herdier,3,135,Naoki Saito,Rare
swsh7-141,Aroma Lady,Trainer,,,,141,Megumi Mizutani,Uncommon
swsh7-144,Crystal Cave,Trainer,,,,144,Toyste Beach,Uncommon
swsh7-142,Boost Shake,Trainer,,,,142,sadaji,Uncommon
swsh7-147,Elemental Badge,Trainer,,,,147,Studio Bora Inc.,Uncommon
swsh7-153,Rapid Strike Scroll of the Flying Dragon,Trainer,,,,153,5ban Graphics,Uncommon
swsh7-162,Switching Cups,Trainer,,,,162,Ryo Ueda,Uncommon
swsh7-166,Leafeon V,Pokémon,200,,1,166,5ban Graphics,Rare Ultra
swsh7-171,Gyarados V,Pokémon,220,,3,171,PLANETA Tsuji,Rare Ultra
swsh7-172,Vaporeon V,Pokémon,210,,2,172,5ban Graphics,Rare Ultra
swsh7-180,Espeon V,Pokémon,200,,1,180,sowsow,Rare Ultra
swsh7-189,Umbreon V,Pokémon,200,,2,189,Teeziro,Rare Ultra
swsh7-194,Rayquaza V,Pokémon,210,,2,194,Ryuta Fuse,Rare Ultra
swsh7-207,Gyarados VMAX,Pokémon,330,Gyarados V,4,207,Shin Nagasawa,Rare Rainbow
swsh7-220,Duraludon VMAX,Pokémon,330,Duraludon V,3,220,Saki Hayashiro,Rare Rainbow
swsh7-229,Boost Shake,Trainer,,,,229,sadaji,Rare Secret
swsh7-233,Toy Catcher,Trainer,,,,233,sadaji,Rare Secret
swsh7-231,Full Face Guard,Trainer,,,,231,AYUMI ODASHIMA,Rare Secret
swsh7-237,Metal Energy,Energy,,,,237,,Rare Secret
swshp-SWSH129,Umbreon,Pokémon,110,Eevee,1,SWSH129,Souichirou Gunjima,Promo
swshp-SWSH120,Marnie,Trainer,,,,SWSH120,Sanosuke Sakuma,Promo
swshp-SWSH122,Flaaffy,Pokémon,90,Mareep,2,SWSH122,Pani Kobayashi,Promo
swshp-SWSH110,Crobat V,Pokémon,180,,1,SWSH110,PLANETA Mochizuki,Promo
swshp-SWSH126,Galarian Slowpoke,Pokémon,70,,2,SWSH126,sowsow,Promo
cel25-2,Reshiram,Pokémon,130,,3,2,Aya Kusube,Rare
cel25-15,Lunala,Pokémon,160,Cosmoem,2,15,kirisAki,Rare Holo
cel25-17,Groudon,Pokémon,130,,3,17,Ryuta Fuse,Rare
cel25-21,Solgaleo,Pokémon,170,Cosmoem,2,21,kirisAki,Rare Holo
cel25-13,Cosmog,Pokémon,60,,1,13,kirisAki,Rare
cel25-6,Flying Pikachu V,Pokémon,190,,,6,aky CG Works,Rare Holo V
cel25-24,Professor's Research (Professor Oak),Trainer,,,,24,Ken Sugimori,Rare Ultra
cel25c-145_A,Garchomp C LV.X,Pokémon,110,Garchomp C,,145,Shizurow,Classic Collection
cel25c-97_A,Xerneas-EX,Pokémon,170,,2,97,5ban Graphics,Classic Collection
mcd14-1,Weedle,Pokémon,40,,1,1,Akira Komayama,
mcd14-4,Froakie,Pokémon,60,,1,4,5ban Graphics,
mcd14-9,Swirlix,Pokémon,60,,1,9,5ban Graphics,
mcd15-1,Treecko,Pokémon,60,,1,1,Akira Komayama,
swsh5-89,Zubat,Pokémon,50,,1,89,Asako Ito,Common
swsh5-95,Houndour,Pokémon,60,,1,95,Sanosuke Sakuma,Common
swsh5-97,Tyranitar V,Pokémon,230,,3,97,Ayaka Yoshida,Rare Holo V
swsh5-110,Corviknight VMAX,Pokémon,320,Corviknight V,,110,PLANETA Mochizuki,Rare Holo VMAX
swsh5-112,Fearow,Pokémon,90,Spearow,,112,Yukiko Baba,Uncommon
swsh5-116,Purugly,Pokémon,120,Glameow,3,116,Akira Komayama,Uncommon
swsh5-118,Bouffalant,Pokémon,120,,2,118,nagimiso,Uncommon
swsh5-124,Energy Recycler,Trainer,,,,124,Toyste Beach,Uncommon
swsh5-125,Escape Rope,Trainer,,,,125,sadaji,Uncommon
swsh5-128,Korrina's Focus,Trainer,,,,128,kirisAki,Uncommon
swsh5-130,Phoebe,Trainer,,,,130,GAME FREAK inc.,Uncommon
swsh5-132,Rapid Strike Style Mustard,Trainer,,,,132,Naoki Saito,Uncommon
swsh5-150,Single Strike Urshifu V,Pokémon,220,,2,150,PLANETA Mochizuki,Rare Ultra
swsh5-156,Corviknight V,Pokémon,210,,1,156,PLANETA Mochizuki,Rare Ultra
swsh5-160,Korrina's Focus,Trainer,,,,160,Taira Akitsu,Rare Ultra
swshp-SWSH089,Octillery,Pokémon,110,Remoraid,2,SWSH089,KIYOTAKA OSHIYAMA,Promo
swshp-SWSH091,Bronzong,Pokémon,110,Bronzor,3,SWSH091,Atsushi Furusawa,Promo
swshp-SWSH102,Venusaur VMAX,Pokémon,330,Venusaur V,4,SWSH102,aky CG Works,Promo
swsh5-173,Cheryl,Trainer,,,,173,Yuu Nishida,Rare Rainbow
swsh5-182,Rapid Strike Energy,Energy,,,,182,,Rare Secret
swsh6-4,Ledyba,Pokémon,60,,1,4,Naoyo Kimura,Common
swsh6-13,Bounsweet,Pokémon,60,,1,13,MAHOU,Common
swsh6-16,Grookey,Pokémon,60,,1,16,kodama,Common
swsh6-20,Blaziken V,Pokémon,210,,2,20,Ayaka Yoshida,Rare Holo V
swsh6-28,Cinderace,Pokémon,170,Raboot,1,28,Ryuta Fuse,Rare Holo
swsh6-32,Delibird,Pokémon,90,,1,32,Narumi Sato,Common
swsh6-34,Castform Snowy Form,Pokémon,70,,,34,miki kudo,Common
swsh6-37,Spheal,Pokémon,70,,2,37,kirisAki,Common
swsh6-46,Ice Rider Calyrex VMAX,Pokémon,320,Ice Rider Calyrex V,2,46,5ban Graphics,Rare Holo VMAX
swsh6-50,Blitzle,Pokémon,60,,1,50,HYOGONOSUKE,Common
swsh6-52,Thundurus,Pokémon,120,,1,52,Souichirou Gunjima,Rare Holo
swsh6-57,Gengar,Pokémon,130,Haunter,1,57,Aya Kusube,Rare Holo
swsh6-59,Ralts,Pokémon,60,,1,59,Narumi Sato,Common
swsh6-60,Kirlia,Pokémon,80,Ralts,1,60,0313,Uncommon
swsh6-62,Shuppet,Pokémon,50,,1,62,OKACHEKE,Common
swsh6-65,Golett,Pokémon,90,,3,65,0313,Common
swsh6-69,Inkay,Pokémon,50,,1,69,Sanosuke Sakuma,Common
swsh6-70,Malamar,Pokémon,120,Inkay,3,70,Kagemaru Himeno,Rare
swsh6-72,Hattrem,Pokémon,80,Hatenna,1,72,miki kudo,Uncommon
swsh6-74,Shadow Rider Calyrex V,Pokémon,210,,2,74,D.A.G Inc.,Rare Holo V
swsh6-78,Galarian Farfetch'd,Pokémon,80,,1,78,HYOGONOSUKE,Common
swsh6-79,Galarian Sirfetch'd,Pokémon,130,Galarian Farfetch'd,2,79,Uta,Rare
swsh6-84,Crabrawler,Pokémon,80,,3,84,Mitsuhiro Arita,Common
swsh6-94,Koffing,Pokémon,70,,1,94,Aya Kusube,Common
swsh6-95,Weezing,Pokémon,130,Koffing,2,95,Ryuta Fuse,Rare
swsh6-96,Galarian Weezing,Pokémon,130,Koffing,2,96,Miki Tanaka,Rare
swsh6-101,Qwilfish,Pokémon,90,,1,101,Anesaki Dynamic,Common
swsh6-108,Single Strike Urshifu,Pokémon,140,Kubfu,2,108,Mitsuhiro Arita,Rare Holo
swsh6-111,Aggron,Pokémon,180,Lairon,4,111,Teeziro,Rare
swsh6-115,Tauros,Pokémon,130,,2,115,nagimiso,Rare Holo
swsh6-118,Porygon-Z,Pokémon,140,Porygon2,2,118,Tomokazu Komiya,Rare Holo
swsh6-119,Blissey V,Pokémon,250,,4,119,Saki Hayashiro,Rare Holo V
swsh6-120,Zangoose,Pokémon,110,,2,120,Anesaki Dynamic,Rare
swsh6-124,Tornadus V,Pokémon,210,,2,124,PLANETA Mochizuki,Rare Holo V
swsh6-126,Furfrou,Pokémon,90,,1,126,Tika Matsuno,Common
swsh6-132,Caitlin,Trainer,,,,132,Sanosuke Sakuma,Uncommon
swsh6-142,Honey,Trainer,,,,142,Ryuta Fuse,Uncommon
swsh6-162,Volcanion V,Pokémon,220,,3,162,Eske Yoshinob,Rare Ultra
swsh6-167,Galarian Rapidash V,Pokémon,210,,1,167,Saki Hayashiro,Rare Ultra
swsh6-170,Galarian Articuno V,Pokémon,210,,2,170,Uta,Rare Ultra
swsh6-196,Peonia,Trainer,,,,196,kirisAki,Rare Ultra
swsh6-197,Peony,Trainer,,,,197,Hitoshi Ariga,Rare Ultra
swshp-SWSH105,Gardevoir V,Pokémon,210,,2,SWSH105,5ban Graphics,Promo
swshp-SWSH118,Eevee,Pokémon,60,,1,SWSH118,Yuu Nishida,Promo
swshp-SWSH119,Snorlax,Pokémon,140,,4,SWSH119,Yuya Oka,Promo
swsh6-202,Ice Rider Calyrex VMAX,Pokémon,320,Ice Rider Calyrex V,2,202,5ban Graphics,Rare Rainbow
swsh6-207,Galarian Slowking VMAX,Pokémon,320,Galarian Slowking V,3,207,5ban Graphics,Rare Rainbow
swsh6-208,Metagross VMAX,Pokémon,330,Metagross V,3,208,Ryota Murayama,Rare Rainbow
swsh6-216,Karen's Conviction,Trainer,,,,216,Hideki Ishikawa,Rare Rainbow
swsh6-220,Peony,Trainer,,,,220,Hitoshi Ariga,Rare Rainbow
swsh6-221,Siebold,Trainer,,,,221,Hideki Ishikawa,Rare Rainbow
swsh6-227,Fog Crystal,Trainer,,,,227,sadaji,Rare Secret
swsh6-231,Water Energy,Energy,,,,231,,Rare Secret
swsh7-2,Hoppip,Pokémon,40,,,2,Kagemaru Himeno,Common
swsh7-8,Leafeon VMAX,Pokémon,310,Leafeon V,2,8,PLANETA Tsuji,Rare Holo VMAX
swsh7-10,Lilligant,Pokémon,100,Petilil,1,10,Kagemaru Himeno,Rare
swsh7-12,Crustle,Pokémon,130,Dwebble,3,12,sowsow,Uncommon
swsh7-14,Trevenant VMAX,Pokémon,320,Trevenant V,3,14,MUGENUP,Rare Holo VMAX
swsh7-36,Sharpedo,Pokémon,120,Carvanha,1,36,Kazuma Koda,Rare
swsh7-35,Carvanha,Pokémon,50,,1,35,Kyoko Umemoto,Common
swsh7-59,Dracozolt VMAX,Pokémon,330,Dracozolt V,3,59,5ban Graphics,Rare Holo VMAX
swsh7-40,Glaceon V,Pokémon,210,,2,40,5ban Graphics,Rare Holo V
swsh7-24,Psyduck,Pokémon,70,,2,24,OKACHEKE,Common
swsh7-26,Tentacool,Pokémon,60,,1,26,SATOSHI NAKAI,Common
swsh7-50,Raichu,Pokémon,130,Pikachu,2,50,Mitsuhiro Arita,Rare Holo
swsh7-19,Entei,Pokémon,120,,2,19,NC Empire,Rare Holo
swsh7-29,Gyarados VMAX,Pokémon,330,Gyarados V,4,29,Shin Nagasawa,Rare Holo VMAX
swsh7-52,Chinchou,Pokémon,70,,1,52,sowsow,Common
swsh7-45,Avalugg,Pokémon,150,Bergmite,4,45,Kouki Saitou,Uncommon
swsh7-56,Ampharos,Pokémon,150,Flaaffy,2,56,Saya Tsuruta,Rare
swsh7-15,Gossifleur,Pokémon,50,,1,15,Mizue,Common
swsh7-65,Espeon VMAX,Pokémon,310,Espeon V,2,65,5ban Graphics,Rare Holo VMAX
swsh7-75,Sylveon VMAX,Pokémon,310,Sylveon V,2,75,Ryota Murayama,Rare Holo VMAX
swsh7-76,Pumpkaboo,Pokémon,60,,2,76,Yuka Morii,Common
swsh7-77,Gourgeist,Pokémon,120,Pumpkaboo,2,77,Megumi Higuchi,Rare
swsh7-79,Ribombee,Pokémon,70,Cutiefly,,79,Saya Tsuruta,Uncommon
swsh7-85,Hippowdon,Pokémon,150,Hippopotas,4,85,Eri Yamaki,Uncommon
swsh7-82,Galarian Zapdos,Pokémon,110,,,82,kodama,Rare Holo
swsh7-86,Roggenrola,Pokémon,70,,3,86,Tomokazu Komiya,Common
swsh7-87,Boldore,Pokémon,110,Roggenrola,4,87,otumami,Uncommon
swsh7-91,Lycanroc V,Pokémon,200,,1,91,PLANETA Tsuji,Rare Holo V
swsh7-95,Umbreon VMAX,Pokémon,310,Umbreon V,2,95,AKIRA EGAWA,Rare Holo VMAX
swsh7-97,Shiftry,Pokémon,150,Nuzleaf,3,97,Masakazu Fukuda,Rare
swsh7-101,Garbodor VMAX,Pokémon,330,Garbodor V,3,101,5ban Graphics,Rare Holo VMAX
swsh7-106,Altaria,Pokémon,90,Swablu,,106,Misa Tsutsui,Rare
swsh7-105,Thievul,Pokémon,100,Nickit,1,105,Kyoko Umemoto,Rare
swsh7-108,Shelgon,Pokémon,90,Bagon,3,108,tetsuya koizumi,Uncommon
swsh7-116,Kyurem,Pokémon,120,,2,116,Souichirou Gunjima,Rare Holo
swsh7-118,Zygarde,Pokémon,130,,2,118,otumami,Rare Holo
swsh7-120,Flapple,Pokémon,80,Applin,1,120,Anesaki Dynamic,Rare
swsh7-121,Appletun,Pokémon,90,Applin,3,121,Yuya Oka,Rare
swsh7-122,Duraludon V,Pokémon,220,,2,122,PLANETA Mochizuki,Rare Holo V
swsh7-129,Slakoth,Pokémon,70,,2,129,OKACHEKE,Common
swsh7-139,Fletchinder,Pokémon,80,Fletchling,1,139,Yuya Oka,Uncommon
swsh7-140,Talonflame,Pokémon,140,Fletchinder,,140,Tika Matsuno,Rare
swsh7-143,Copycat,Trainer,,,,143,Sanosuke Sakuma,Uncommon
swsh7-151,Moon & Sun Badge,Trainer,,,,151,Studio Bora Inc.,Uncommon
swsh7-160,Spirit Mask,Trainer,,,,160,AYUMI ODASHIMA,Uncommon
swsh7-159,Snow Leaf Badge,Trainer,,,,159,Studio Bora Inc.,Uncommon
swsh7-165,Treasure Energy,Energy,,,,165,,Uncommon
swsh7-170,Volcarona V,Pokémon,210,,2,170,Eske Yoshinob,Rare Ultra
swsh7-175,Glaceon V,Pokémon,210,,2,175,Narumi Sato,Rare Ultra
swsh7-176,Arctovish V,Pokémon,220,,2,176,Eske Yoshinob,Rare Ultra
swsh7-181,Golurk V,Pokémon,220,,3,181,Eske Yoshinob,Rare Ultra
swsh7-184,Sylveon V,Pokémon,200,,1,184,Yuu Nishida,Rare Ultra
swsh7-182,Golurk V,Pokémon,220,,3,182,Oswaldo KATO,Rare Ultra
swsh7-186,Medicham V,Pokémon,210,,2,186,KIYOTAKA OSHIYAMA,Rare Ultra
swsh7-191,Dragonite V,Pokémon,230,,3,191,Saki Hayashiro,Rare Ultra
swsh7-195,Noivern V,Pokémon,200,,,195,Ayaka Yoshida,Rare Ultra
swsh7-196,Noivern V,Pokémon,200,,,196,Mitsuhiro Arita,Rare Ultra
swsh7-208,Glaceon VMAX,Pokémon,310,Glaceon V,2,208,PLANETA Tsuji,Rare Rainbow
swsh7-209,Glaceon VMAX,Pokémon,310,Glaceon V,2,209,kirisAki,Rare Rainbow
swsh7-213,Lycanroc VMAX,Pokémon,320,Lycanroc V,1,213,Mitsuhiro Arita,Rare Rainbow
swsh7-215,Umbreon VMAX,Pokémon,310,Umbreon V,2,215,KEIICHIRO ITO,Rare Rainbow
swsh7-217,Rayquaza VMAX,Pokémon,320,Rayquaza V,2,217,PLANETA Mochizuki,Rare Rainbow
swsh7-224,Raihan,Trainer,,,,224,kirisAki,Rare Rainbow
swsh7-226,Froslass,Pokémon,90,Snorunt,1,226,Studio Bora Inc.,Rare Secret
swshp-SWSH123,Galarian Articuno,Pokémon,120,,2,SWSH123,Shin Nagasawa,Promo
swshp-SWSH128,Eiscue,Pokémon,120,,2,SWSH128,kirisAki,Promo
swshp-SWSH124,Galarian Zapdos,Pokémon,110,,,SWSH124,Oswaldo KATO,Promo
cel25-10,Zekrom,Pokémon,130,,3,10,Aya Kusube,Rare
cel25-11,Mew,Pokémon,60,,1,11,Yuu Nishida,Rare Holo
cel25-18,Zamazenta V,Pokémon,220,,2,18,Mitsuhiro Arita,Rare Holo V
cel25-25,Mew,Pokémon,60,,1,25,Saki Hayashiro,Rare Holo
cel25c-4_A,Charizard,Pokémon,120,Charmeleon,3,4,Mitsuhiro Arita,Classic Collection
cel25c-15_A2,Here Comes Team Rocket!,Trainer,,,,15,Ken Sugimori,Classic Collection
cel25c-15_A4,Claydol,Pokémon,80,Baltoy,2,15,Midori Harada,Classic Collection
cel25c-66_A,Shining Magikarp,Pokémon,30,,1,66,Ken Sugimori,Classic Collection
cel25c-86_A,Rocket's Admin.,Trainer,,,,86,Ken Sugimori,Classic Collection
cel25c-113_A,Reshiram,Pokémon,130,,2,113,5ban Graphics,Classic Collection
cel25c-107_A,Donphan,Pokémon,120,Phanpy,4,107,Kent Kanetsuna,Classic Collection
cel25c-76_A,M Rayquaza-EX,Pokémon,220,Rayquaza-EX,1,76,5ban Graphics,Classic Collection
mcd14-12,Furfrou,Pokémon,90,,1,12,5ban Graphics,
mcd14-3,Fennekin,Pokémon,60,,1,3,5ban Graphics,
mcd15-2,Lotad,Pokémon,60,,1,2,Kanako Eo,
swsh5-94,Honchkrow,Pokémon,130,Murkrow,2,94,Miki Tanaka,Uncommon
swsh5-99,Steelix,Pokémon,190,Onix,4,99,NC Empire,Rare Holo
swsh5-102,Bronzong,Pokémon,110,Bronzor,3,102,Hasuno,Rare Holo
swsh5-104,Bisharp,Pokémon,110,Pawniard,1,104,tetsuya koizumi,Uncommon
swsh5-106,Doublade,Pokémon,80,Honedge,2,106,Miki Tanaka,Uncommon
swsh5-107,Aegislash,Pokémon,150,Doublade,3,107,miki kudo,Rare Holo
swsh5-108,Aegislash,Pokémon,150,Doublade,3,108,Naoyo Kimura,Rare
swsh5-114,Lickilicky,Pokémon,140,Lickitung,4,114,Mina Nakai,Rare
swsh5-119,Drampa,Pokémon,120,,2,119,Eri Yamaki,Rare
swsh5-131,Rapid Strike Scroll of Swirls,Trainer,,,,131,5ban Graphics,Uncommon
swsh5-142,Kricketune V,Pokémon,180,,1,142,Satoshi Shirai,Rare Ultra
swsh5-146,Empoleon V,Pokémon,210,,2,146,chibi,Rare Ultra
swsh5-153,Rapid Strike Urshifu V,Pokémon,220,,2,153,Ryota Murayama,Rare Ultra
swsh5-168,Single Strike Urshifu VMAX,Pokémon,330,Single Strike Urshifu V,3,168,Kinu Nishimura,Rare Rainbow
swshp-SWSH090,Houndoom,Pokémon,130,Houndour,2,SWSH090,Uta,Promo
swsh5-164,Flapple VMAX,Pokémon,320,Flapple V,3,164,PLANETA Tsuji,Rare Rainbow
swsh5-165,Victini VMAX,Pokémon,310,Victini V,2,165,PLANETA Mochizuki,Rare Rainbow
swsh5-166,Tapu Koko VMAX,Pokémon,320,Tapu Koko V,1,166,PLANETA Tsuji,Rare Rainbow
swsh5-167,Single Strike Urshifu VMAX,Pokémon,330,Single Strike Urshifu V,3,167,PLANETA Tsuji,Rare Rainbow
swsh5-174,Korrina's Focus,Trainer,,,,174,Taira Akitsu,Rare Rainbow
swsh5-177,Single Strike Style Mustard,Trainer,,,,177,Mitsuhiro Arita,Rare Rainbow
swsh5-180,Exp. Share,Trainer,,,,180,Toyste Beach,Rare Secret
swsh5-183,Single Strike Energy,Energy,,,,183,,Rare Secret
swsh6-6,Heracross,Pokémon,120,,2,6,Hasuno,Common
swsh6-17,Thwackey,Pokémon,100,Grookey,2,17,Kouki Saitou,Uncommon
swsh6-22,Castform Sunny Form,Pokémon,70,,,22,Yuka Morii,Common
swsh6-23,Larvesta,Pokémon,80,,3,23,Misa Tsutsui,Common
swsh6-25,Volcanion V,Pokémon,220,,3,25,Ryota Murayama,Rare Holo V
swsh6-27,Raboot,Pokémon,90,Scorbunny,1,27,Souichirou Gunjima,Uncommon
swsh6-30,Sneasel,Pokémon,70,,1,30,NC Empire,Common
swsh6-31,Weavile,Pokémon,110,Sneasel,1,31,Taira Akitsu,Rare Holo
swsh6-41,Sobble,Pokémon,60,,1,41,Yuu Nishida,Common
swsh6-42,Drizzile,Pokémon,90,Sobble,1,42,Mitsuhiro Arita,Uncommon
swsh6-43,Inteleon,Pokémon,150,Drizzile,1,43,NC Empire,Rare Holo
swsh6-45,Ice Rider Calyrex V,Pokémon,210,,2,45,D.A.G Inc.,Rare Holo V
swsh6-47,Mareep,Pokémon,70,,2,47,Miki Tanaka,Common
swsh6-48,Flaaffy,Pokémon,100,Mareep,2,48,sui,Uncommon
swsh6-49,Ampharos,Pokémon,160,Flaaffy,2,49,Megumi Mizutani,Rare
swsh6-51,Zebstrika,Pokémon,120,Blitzle,1,51,Hasuno,Rare
swsh6-55,Gastly,Pokémon,50,,1,55,Motofumi Fujiwara,Common
swsh6-56,Haunter,Pokémon,80,Gastly,1,56,Kagemaru Himeno,Uncommon
swsh6-71,Hatenna,Pokémon,60,,1,71,Sekio,Common
swsh6-83,Galarian Runerigus,Pokémon,120,Galarian Yamask,2,83,KEIICHIRO ITO,Rare Holo
swsh6-97,Galarian Moltres V,Pokémon,220,,2,97,aky CG Works,Rare Holo V
swsh6-104,Liepard V,Pokémon,190,,1,104,Ayaka Yoshida,Rare Holo V
swsh6-105,Venipede,Pokémon,70,,2,105,Oswaldo KATO,Common
swsh6-112,Metagross V,Pokémon,220,,3,112,PLANETA Mochizuki,Rare Holo V
swsh6-113,Metagross VMAX,Pokémon,330,Metagross V,3,113,Ryota Murayama,Rare Holo VMAX
swsh6-116,Porygon,Pokémon,60,,2,116,ryoma uratsuka,Common
swsh6-117,Porygon2,Pokémon,90,Porygon,2,117,Nagomi Nijo,Uncommon
swsh6-123,Shaymin,Pokémon,70,,1,123,Megumi Mizutani,Rare Holo
swsh6-125,Tornadus VMAX,Pokémon,320,Tornadus V,2,125,Mitsuhiro Arita,Rare Holo VMAX
swsh6-128,Greedent,Pokémon,120,Skwovet,1,128,HYOGONOSUKE,Rare Holo
swsh6-129,Agatha,Trainer,,,,129,Ken Sugimori,Uncommon
swsh6-130,Avery,Trainer,,,,130,Ken Sugimori,Uncommon
swsh6-133,Crushing Gloves,Trainer,,,,133,Toyste Beach,Uncommon
swsh6-136,Echoing Horn,Trainer,,,,136,Studio Bora Inc.,Uncommon
swsh6-137,Expedition Uniform,Trainer,,,,137,AYUMI ODASHIMA,Uncommon
swsh6-140,Fog Crystal,Trainer,,,,140,sadaji,Uncommon
swsh6-141,Galarian Chestplate,Trainer,,,,141,inose yukie,Uncommon
swsh6-145,Klara,Trainer,,,,145,Ken Sugimori,Uncommon
swsh6-146,Melony,Trainer,,,,146,take,Uncommon
swsh6-147,Old Cemetery,Trainer,,,,147,Oswaldo KATO,Uncommon
swsh6-148,Path to the Peak,Trainer,,,,148,Oswaldo KATO,Uncommon
swsh6-151,Rapid Strike Scroll of the Skies,Trainer,,,,151,5ban Graphics,Uncommon
swsh6-152,Rugged Helmet,Trainer,,,,152,sadaji,Uncommon
swsh6-154,Single Strike Scroll of Piercing,Trainer,,,,154,5ban Graphics,Uncommon
swsh6-163,Ice Rider Calyrex V,Pokémon,210,,2,163,5ban Graphics,Rare Ultra
swsh6-164,Ice Rider Calyrex V,Pokémon,210,,2,164,OKACHEKE,Rare Ultra
swsh6-166,Zeraora V,Pokémon,210,,2,166,Atsushi Furusawa,Rare Ultra
swsh6-168,Galarian Rapidash V,Pokémon,210,,1,168,sui,Rare Ultra
swsh6-169,Galarian Articuno V,Pokémon,210,,2,169,5ban Graphics,Rare Ultra
swsh6-173,Galarian Zapdos V,Pokémon,200,,1,173,5ban Graphics,Rare Ultra
swsh6-174,Galarian Zapdos V,Pokémon,200,,1,174,Akira Komayama,Rare Ultra
swsh6-177,Galarian Moltres V,Pokémon,220,,2,177,Shibuzoh.,Rare Ultra
swsh6-185,Tornadus V,Pokémon,210,,2,185,tetsuya koizumi,Rare Ultra
swsh6-198,Siebold,Trainer,,,,198,Hideki Ishikawa,Rare Ultra
swshp-SWSH104,Victini V,Pokémon,190,,2,SWSH104,5ban Graphics,Promo
swshp-SWSH109,Tyranitar V,Pokémon,230,,3,SWSH109,PLANETA Tsuji,Promo
swsh6-200,Blaziken VMAX,Pokémon,320,Blaziken V,2,200,AKIRA EGAWA,Rare Rainbow
swsh6-204,Shadow Rider Calyrex VMAX,Pokémon,320,Shadow Rider Calyrex V,2,204,5ban Graphics,Rare Rainbow
swsh6-205,Shadow Rider Calyrex VMAX,Pokémon,320,Shadow Rider Calyrex V,2,205,Mitsuhiro Arita,Rare Rainbow
swsh6-206,Sandaconda VMAX,Pokémon,320,Sandaconda V,3,206,aky CG Works,Rare Rainbow
swsh6-209,Tornadus VMAX,Pokémon,320,Tornadus V,2,209,Mitsuhiro Arita,Rare Rainbow
swsh6-210,Agatha,Trainer,,,,210,NC Empire,Rare Rainbow
